timestamp,cpu_usage_percent,total_memory_bytes,used_memory_bytes,temp_c
2025-11-02T02:47:44.843782143Z,32.021744,17415136083968,7031398334464,60.6
2025-11-02T02:47:46.063373032Z,27.948114,17415136083968,7035391311872,60.6
2025-11-02T02:47:50.395552461Z,23.57953,17415136083968,7024200908800,60.6
2025-11-02T02:47:51.610343109Z,24.148401,17415136083968,7031666769920,61.7
2025-11-02T02:47:55.930682765Z,27.333336,17415136083968,7022154088448,62.25
2025-11-02T02:47:57.151977762Z,21.785501,17415136083968,7033344491520,61.7
2025-11-02T02:48:01.485786704Z,31.463352,17415136083968,7024570007552,62.8
2025-11-02T02:48:02.703350313Z,19.573236,17415136083968,7037270360064,61.7
2025-11-02T02:48:07.038445687Z,24.970142,17415136083968,7034569228288,60.6
2025-11-02T02:48:08.255594561Z,26.297268,17415136083968,7027254362112,61.7
2025-11-02T02:48:12.599704454Z,25.791246,17415136083968,7034200129536,61.7
2025-11-02T02:48:13.819308338Z,30.037365,17415136083968,7031800987648,61.15
2025-11-02T02:48:18.138645620Z,20.435184,17415136083968,7045692522496,62.25
2025-11-02T02:48:19.376598578Z,26.079462,17415136083968,7043444375552,60.6
2025-11-02T02:48:23.669375209Z,20.528076,17415136083968,7035944960000,62.25
2025-11-02T02:48:24.927310984Z,21.842005,17415136083968,7028462321664,62.25
2025-11-02T02:48:29.204285351Z,16.581633,17415136083968,7027237584896,62.8
2025-11-02T02:48:30.480625255Z,20.059443,17415136083968,7024670670848,61.15
2025-11-02T02:48:34.758608349Z,25.415783,17415136083968,7028311326720,62.25
2025-11-02T02:48:36.038011079Z,21.735302,17415136083968,7024200908800,61.7
2025-11-02T02:48:40.306712197Z,25.164188,17415136083968,7029972271104,63.35
2025-11-02T02:48:41.585127691Z,31.103422,17415136083968,7026381946880,62.25
2025-11-02T02:48:45.856219075Z,22.79566,17415136083968,7029687058432,62.8
2025-11-02T02:48:47.142842144Z,28.772087,17415136083968,7021919207424,63.35
2025-11-02T02:48:51.416176812Z,31.846508,17415136083968,7024704225280,63.35
2025-11-02T02:48:52.687894881Z,25.201286,17415136083968,7042538405888,62.8
2025-11-02T02:48:56.976692447Z,29.88295,17415136083968,7025861853184,62.8
2025-11-02T02:48:58.228610970Z,25.821026,17415136083968,7037605904384,63.35
2025-11-02T02:49:02.519875394Z,23.363636,17415136083968,7036179841024,63.9
2025-11-02T02:49:03.772711147Z,33.112183,17415136083968,7035877851136,62.8
2025-11-02T02:49:08.055968614Z,20.771614,17415136083968,7042454519808,62.8
2025-11-02T02:49:09.318100907Z,23.58054,17415136083968,7036834152448,63.35
2025-11-02T02:49:13.598084610Z,21.341373,17415136083968,7038696423424,63.35
2025-11-02T02:49:14.868733609Z,21.861538,17415136083968,7031012458496,61.15
2025-11-02T02:49:19.150798928Z,25.214409,17415136083968,7067922333696,61.7
2025-11-02T02:49:20.427782851Z,28.15807,17415136083968,7066462715904,62.8
2025-11-02T02:49:24.713337529Z,29.782413,17415136083968,7042991390720,62.8
2025-11-02T02:49:25.978136158Z,24.202019,17415136083968,7035089321984,63.35
2025-11-02T02:49:30.271387924Z,29.62876,17415136083968,7032035868672,62.25
2025-11-02T02:49:31.536991135Z,25.289371,17415136083968,7029267628032,63.35
2025-11-02T02:49:35.821113367Z,24.915146,17415136083968,7029636726784,62.25
2025-11-02T02:49:37.096834434Z,24.878246,17415136083968,7023177498624,63.35
2025-11-02T02:49:41.367962607Z,32.483154,17415136083968,7027271139328,63.9
2025-11-02T02:49:42.634241349Z,35.535294,17415136083968,7027774455808,62.25
2025-11-02T02:49:46.938386079Z,74.9809,17415136083968,7031364780032,63.9
2025-11-02T02:49:48.186081961Z,37.29397,17415136083968,7032354635776,63.9
2025-11-02T02:49:52.491703434Z,32.850212,17415136083968,7030223929344,65.0
2025-11-02T02:49:53.729939342Z,25.91615,17415136083968,7029418622976,63.9
2025-11-02T02:49:58.060568672Z,33.8762,17415136083968,7032505630720,62.8
2025-11-02T02:49:59.290297960Z,39.048767,17415136083968,7027975782400,63.35
2025-11-02T02:50:03.609656085Z,26.035078,17415136083968,7030744023040,63.35
2025-11-02T02:50:04.829927954Z,26.99624,17415136083968,7024687448064,63.9
2025-11-02T02:50:09.146667426Z,23.453878,17415136083968,7032690180096,63.9
2025-11-02T02:50:10.373698108Z,22.195068,17415136083968,7034401456128,62.8
2025-11-02T02:50:14.685924609Z,31.137793,17415136083968,7039652724736,63.9
2025-11-02T02:50:15.927765414Z,33.20601,17415136083968,7038646091776,64.45
2025-11-02T02:50:20.232748234Z,23.57113,17415136083968,7058258657280,63.35
2025-11-02T02:50:21.481526205Z,40.83683,17415136083968,7058258657280,65.55
2025-11-02T02:50:25.790985402Z,27.953814,17415136083968,7051967201280,62.8
2025-11-02T02:50:27.044225145Z,27.500841,17415136083968,7041062010880,63.9
2025-11-02T02:50:31.351786263Z,36.414566,17415136083968,7049484173312,62.8
2025-11-02T02:50:32.593035657Z,28.361296,17415136083968,7049953935360,65.55
2025-11-02T02:50:36.897927880Z,23.674826,17415136083968,7041112342528,64.45
2025-11-02T02:50:38.139099796Z,28.592161,17415136083968,7035810742272,64.45
2025-11-02T02:50:42.457619783Z,24.191221,17415136083968,7030593028096,64.45
2025-11-02T02:50:43.692846230Z,37.197296,17415136083968,7027204030464,65.0
2025-11-02T02:50:48.001032808Z,23.470774,17415136083968,7031633215488,62.8
2025-11-02T02:50:49.238128708Z,33.178787,17415136083968,7030140043264,64.45
2025-11-02T02:50:53.543197278Z,24.245098,17415136083968,7032052645888,65.0
2025-11-02T02:50:54.787119010Z,23.244234,17415136083968,7035139653632,65.0
2025-11-02T02:50:59.092077984Z,35.728973,17415136083968,7038310547456,65.0
2025-11-02T02:51:00.328993745Z,27.193178,17415136083968,7034753777664,64.45
2025-11-02T02:51:04.641662972Z,27.550663,17415136083968,7042186084352,63.9
2025-11-02T02:51:05.883926617Z,33.035713,17415136083968,7040021823488,64.45
2025-11-02T02:51:10.201408424Z,30.123423,17415136083968,7036616048640,66.1
2025-11-02T02:51:11.430051198Z,24.873003,17415136083968,7033680035840,63.9
2025-11-02T02:51:15.763782401Z,54.94959,17415136083968,7156740915200,66.65
2025-11-02T02:51:17.030962618Z,91.05055,17415136083968,7153670684672,67.75
2025-11-02T02:51:21.307623531Z,25.096363,17415136083968,7164441657344,65.0
2025-11-02T02:51:22.587957666Z,26.114923,17415136083968,7164944973824,65.0
2025-11-02T02:51:26.859217251Z,26.157804,17415136083968,7147832213504,65.0
2025-11-02T02:51:28.123248620Z,27.600428,17415136083968,7146439704576,64.45
2025-11-02T02:51:32.413093273Z,25.564133,17415136083968,7148419416064,63.9
2025-11-02T02:51:33.671231302Z,24.419191,17415136083968,7132095184896,65.0
2025-11-02T02:51:37.961628970Z,23.719677,17415136083968,7131793195008,65.0
2025-11-02T02:51:39.214187235Z,24.238243,17415136083968,7131726086144,63.35
2025-11-02T02:51:43.507058071Z,23.90273,17415136083968,7067117027328,65.0
2025-11-02T02:51:44.760603675Z,55.20327,17415136083968,7061161115648,65.55
2025-11-02T02:51:49.050605242Z,24.400871,17415136083968,7046497828864,65.0
2025-11-02T02:51:50.322903940Z,26.857132,17415136083968,7046497828864,65.55
2025-11-02T02:51:54.618883218Z,51.069324,17415136083968,7103204818944,66.1
2025-11-02T02:51:55.888426896Z,65.76361,17415136083968,7158603186176,66.65
2025-11-02T02:52:00.173815762Z,32.54649,17415136083968,7162042515456,66.1
2025-11-02T02:52:01.469014213Z,35.281364,17415136083968,7156975796224,65.0
2025-11-02T02:52:05.728989825Z,50.244583,17415136083968,7166203265024,67.2
2025-11-02T02:52:07.037481268Z,32.834568,17415136083968,7161589530624,63.9
2025-11-02T02:52:11.281045493Z,21.672874,17415136083968,7164223553536,66.1
2025-11-02T02:52:12.656598284Z,89.6095,17415136083968,7166605918208,67.75
2025-11-02T02:52:16.826491093Z,32.747177,17415136083968,7267403431936,67.2
2025-11-02T02:52:18.230391088Z,32.713135,17415136083968,7259132264448,65.55
2025-11-02T02:52:22.394991012Z,33.934288,17415136083968,7221517746176,65.0
2025-11-02T02:52:23.778225196Z,30.423544,17415136083968,7203079585792,65.0
2025-11-02T02:52:27.955286452Z,33.88247,17415136083968,7202089730048,66.65
2025-11-02T02:52:29.336314266Z,32.089603,17415136083968,7202995699712,65.0
2025-11-02T02:52:33.516126930Z,41.773533,17415136083968,7186453364736,65.0
2025-11-02T02:52:34.899426400Z,33.001057,17415136083968,7214890745856,65.55
2025-11-02T02:52:39.095279235Z,42.697563,17415136083968,7206787350528,66.65
2025-11-02T02:52:40.489785379Z,64.579124,17415136083968,7211149426688,67.2
2025-11-02T02:52:44.648776382Z,22.02381,17415136083968,7207475216384,65.0
2025-11-02T02:52:46.033773345Z,22.68977,17415136083968,7196335144960,65.55
2025-11-02T02:52:50.208117833Z,74.98737,17415136083968,7176118599680,66.65
2025-11-02T02:52:51.676648084Z,99.60317,17415136083968,7257068666880,68.3
2025-11-02T02:52:55.836404243Z,86.25,17415136083968,7413063221248,67.75
2025-11-02T02:52:57.341250899Z,94.80661,17415136083968,7320385880064,68.3
2025-11-02T02:53:01.423229075Z,75.26147,17415136083968,7400966848512,68.85
2025-11-02T02:53:02.989759126Z,92.15864,17415136083968,7425595801600,67.75
2025-11-02T02:53:07.092115612Z,94.046616,17415136083968,7353067896832,67.75
2025-11-02T02:53:08.610898802Z,89.4665,17415136083968,7410999623680,68.85
2025-11-02T02:53:12.744017746Z,89.44087,17415136083968,7331509174272,67.75
2025-11-02T02:53:14.178538655Z,35.459415,17415136083968,7318674604032,67.2
2025-11-02T02:53:18.293263113Z,22.073725,17415136083968,7291227078656,64.45
2025-11-02T02:53:19.716547042Z,19.25,17415136083968,7257437765632,66.1
2025-11-02T02:53:23.828486748Z,55.534805,17415136083968,7252035502080,67.2
2025-11-02T02:53:25.297191099Z,37.457565,17415136083968,7182561050624,66.1
2025-11-02T02:53:29.389130705Z,26.018253,17415136083968,7156589920256,66.1
2025-11-02T02:53:30.854381202Z,25.458597,17415136083968,7149845479424,65.55
2025-11-02T02:53:34.936436782Z,20.175608,17415136083968,7151019884544,64.45
2025-11-02T02:53:36.402943915Z,19.473219,17415136083968,7080052260864,66.1
2025-11-02T02:53:40.495139026Z,24.118961,17415136083968,7073811136512,64.45
2025-11-02T02:53:41.946532560Z,18.411682,17415136083968,7070824792064,65.55
2025-11-02T02:53:46.038615607Z,16.785751,17415136083968,7071814647808,65.55
2025-11-02T02:53:47.492578132Z,23.480185,17415136083968,7068660531200,63.9
2025-11-02T02:53:51.593589374Z,19.931042,17415136083968,7072317964288,63.9
2025-11-02T02:53:53.046479123Z,22.46633,17415136083968,7071143559168,64.45
2025-11-02T02:53:57.154941871Z,21.366941,17415136083968,7070170480640,63.35
2025-11-02T02:53:58.593531986Z,20.82841,17415136083968,7070237589504,65.0
2025-11-02T02:54:02.698729627Z,20.241457,17415136083968,7068157214720,63.9
2025-11-02T02:54:04.149628250Z,23.080208,17415136083968,7070690574336,66.1
timestamp,cpu_usage_percent,total_memory_bytes,used_memory_bytes,temp_c
2025-11-02T02:58:41.846079670Z,15.377562,17415136083968,6758097485824,59.5
2025-11-02T02:58:47.381013220Z,12.202659,17415136083968,6752963657728,57.85
2025-11-02T02:58:52.919555194Z,16.36967,17415136083968,6753685078016,59.5
2025-11-02T02:58:58.460122864Z,14.528571,17415136083968,6748618358784,57.85
2025-11-02T02:59:04.008623559Z,13.234761,17415136083968,6749926981632,56.75
2025-11-02T02:59:09.549194875Z,15.297789,17415136083968,6749557882880,58.4
2025-11-02T02:59:15.093594985Z,13.733671,17415136083968,6764338610176,60.05
2025-11-02T02:59:20.635903061Z,12.939616,17415136083968,6790544621568,58.4
2025-11-02T02:59:26.183989472Z,14.252811,17415136083968,6764405719040,58.95
2025-11-02T02:59:31.727673288Z,15.066593,17415136083968,6761704587264,58.4
2025-11-02T02:59:37.269543331Z,14.28701,17415136083968,6748014379008,57.3
2025-11-02T02:59:42.810378528Z,15.944002,17415136083968,6749809541120,57.3
timestamp,cpu_usage_percent,total_memory_bytes,used_memory_bytes,temp_c
2025-11-02T03:02:04.173796609Z,16.315643,17415136083968,6746521206784,56.75
2025-11-02T03:02:04.236610421Z,15.312683,17415136083968,6768482582528,55.65
2025-11-02T03:02:09.716322406Z,17.936958,17415136083968,6746470875136,56.2
2025-11-02T03:02:09.772601872Z,12.252867,17415136083968,6767224291328,56.2
2025-11-02T03:02:15.260387212Z,17.92453,17415136083968,6747863384064,55.65
2025-11-02T03:02:15.310949259Z,13.659206,17415136083968,6767090073600,57.3
2025-11-02T03:02:20.796056433Z,15.268826,17415136083968,6801147822080,57.3
2025-11-02T03:02:20.842526675Z,12.089217,17415136083968,6820173185024,58.95
2025-11-02T03:02:26.331120973Z,14.3842535,17415136083968,6791282819072,57.85
2025-11-02T03:02:26.371445999Z,12.050358,17415136083968,6808211030016,58.95
timestamp,cpu_usage_percent,total_memory_bytes,used_memory_bytes,temp_c
2025-11-02T03:07:45.919786978Z,19.682777,17415136083968,6876829843456,56.75
2025-11-02T03:07:45.921396738Z,20.265715,17415136083968,6876829843456,56.75
2025-11-02T03:07:51.453794418Z,13.577506,17415136083968,6857468936192,57.85
2025-11-02T03:07:51.478079375Z,13.531515,17415136083968,6876125200384,57.85
2025-11-02T03:07:56.995919037Z,17.295599,17415136083968,6855606665216,57.3
2025-11-02T03:07:57.029254091Z,13.548219,17415136083968,6874799800320,57.85
2025-11-02T03:08:02.536790367Z,17.78225,17415136083968,6857804480512,56.75
2025-11-02T03:08:02.571185923Z,13.647328,17415136083968,6876678848512,57.3
2025-11-02T03:08:08.198962753Z,46.657986,17415136083968,6888557117440,58.95
2025-11-02T03:08:08.198963790Z,43.318398,17415136083968,6888557117440,58.95
2025-11-02T03:08:13.783294641Z,19.137188,17415136083968,6866478301184,58.4
2025-11-02T03:08:13.783295530Z,18.776913,17415136083968,6866478301184,58.4
2025-11-02T03:08:19.357232511Z,27.788647,17415136083968,6863324184576,58.95
2025-11-02T03:08:19.357234104Z,27.788647,17415136083968,6863324184576,58.95
2025-11-02T03:08:24.891588196Z,17.921959,17415136083968,6851496247296,58.95
2025-11-02T03:08:24.921031047Z,15.431786,17415136083968,6867333939200,58.4
2025-11-02T03:08:30.425405162Z,17.927553,17415136083968,6878390124544,58.4
2025-11-02T03:08:30.452432086Z,14.881613,17415136083968,6894060044288,58.95
2025-11-02T03:08:35.963408169Z,17.292751,17415136083968,6873675726848,59.5
2025-11-02T03:08:35.992647817Z,14.287011,17415136083968,6889798631424,59.5
2025-11-02T03:08:41.505106626Z,20.426214,17415136083968,6871578574848,58.95
2025-11-02T03:08:41.532383328Z,16.504313,17415136083968,6887684702208,58.4
2025-11-02T03:08:47.050098529Z,15.566037,17415136083968,6834903580672,58.4
2025-11-02T03:08:47.074748305Z,14.074679,17415136083968,6852620320768,58.4
2025-11-02T03:08:52.596662527Z,23.286436,17415136083968,6825659334656,58.95
2025-11-02T03:08:52.623019656Z,20.36413,17415136083968,6843392851968,60.05
2025-11-02T03:08:58.143114062Z,17.822393,17415136083968,6825189572608,57.3
2025-11-02T03:08:58.171705211Z,16.273584,17415136083968,6841815793664,57.85
2025-11-02T03:09:03.688707983Z,17.377575,17415136083968,6826414309376,58.95
2025-11-02T03:09:03.719242542Z,13.417963,17415136083968,6844114272256,57.3
2025-11-02T03:09:09.246514208Z,17.828442,17415136083968,6825894215680,57.3
2025-11-02T03:09:09.272555893Z,17.19951,17415136083968,6842000343040,59.5
2025-11-02T03:09:14.794431311Z,18.390852,17415136083968,6820592615424,58.95
2025-11-02T03:09:14.818067588Z,16.518404,17415136083968,6839919968256,57.85
2025-11-02T03:09:20.345511840Z,21.818506,17415136083968,6833762729984,59.5
2025-11-02T03:09:20.380344884Z,18.252464,17415136083968,6848778338304,59.5
2025-11-02T03:09:25.902251016Z,29.858404,17415136083968,6836765851648,60.6
2025-11-02T03:09:25.931736260Z,25.516916,17415136083968,6854751027200,58.95
2025-11-02T03:09:31.450972386Z,51.835014,17415136083968,6969742065664,60.6
2025-11-02T03:09:31.505432038Z,47.751022,17415136083968,6986905157632,60.05
2025-11-02T03:09:37.024840694Z,98.66043,17415136083968,6994706563072,62.25
2025-11-02T03:09:37.086326446Z,98.66855,17415136083968,7010812690432,62.25
2025-11-02T03:09:42.582299614Z,19.442764,17415136083968,6989841170432,58.95
2025-11-02T03:09:42.652854577Z,16.829447,17415136083968,7007826345984,59.5
2025-11-02T03:09:48.127584276Z,14.831278,17415136083968,6970983579648,60.05
2025-11-02T03:09:48.190354715Z,10.343137,17415136083968,6990143160320,60.6
2025-11-02T03:09:53.678051361Z,15.307477,17415136083968,6940532932608,60.05
2025-11-02T03:09:53.724895602Z,11.883164,17415136083968,6959323414528,58.95
2025-11-02T03:09:59.232757533Z,16.97807,17415136083968,6936170856448,60.05
2025-11-02T03:09:59.264921837Z,12.35755,17415136083968,6951203241984,57.85
2025-11-02T03:10:04.785880453Z,21.282639,17415136083968,6873960939520,60.05
2025-11-02T03:10:04.815432663Z,17.700953,17415136083968,6891124031488,59.5
2025-11-02T03:10:10.330634672Z,59.123096,17415136083968,6871930896384,61.15
2025-11-02T03:10:10.365165719Z,56.15279,17415136083968,6889630859264,60.6
2025-11-02T03:10:15.879747290Z,24.637571,17415136083968,6870152511488,60.6
2025-11-02T03:10:15.919798287Z,21.522377,17415136083968,6888791998464,58.95
2025-11-02T03:10:21.424498968Z,19.626,17415136083968,6860253954048,60.05
2025-11-02T03:10:21.458308627Z,16.50927,17415136083968,6876896952320,58.4
2025-11-02T03:10:26.965823389Z,20.25151,17415136083968,6857519267840,60.6
2025-11-02T03:10:27.000495919Z,14.97724,17415136083968,6875236007936,58.4
2025-11-02T03:10:32.513621785Z,18.487389,17415136083968,6910048731136,59.5
2025-11-02T03:10:32.539951512Z,15.740524,17415136083968,6927211823104,58.4
2025-11-02T03:10:38.053181789Z,42.74008,17415136083968,6865337450496,60.05
2025-11-02T03:10:38.086323689Z,41.176388,17415136083968,6879799410688,59.5
2025-11-02T03:10:43.612310297Z,18.868465,17415136083968,6857351495680,59.5
2025-11-02T03:10:43.638534543Z,16.8239,17415136083968,6875588329472,58.95
2025-11-02T03:10:49.164084691Z,17.074867,17415136083968,6833930502144,59.5
2025-11-02T03:10:49.192172513Z,13.860668,17415136083968,6850556723200,58.95
2025-11-02T03:10:54.713695031Z,19.72514,17415136083968,6841715130368,59.5
2025-11-02T03:10:54.742352743Z,14.733259,17415136083968,6858894999552,60.05
2025-11-02T03:11:00.262289557Z,19.972683,17415136083968,6842402996224,58.95
2025-11-02T03:11:00.294887496Z,19.434525,17415136083968,6859314429952,58.4
2025-11-02T03:11:05.810517326Z,18.922825,17415136083968,6850305064960,60.6
2025-11-02T03:11:05.838067575Z,16.257935,17415136083968,6870169288704,58.95
2025-11-02T03:11:11.358034466Z,26.031145,17415136083968,6860136513536,59.5
2025-11-02T03:11:11.384224991Z,22.949736,17415136083968,6877836476416,60.6
2025-11-02T03:11:16.895702337Z,22.587988,17415136083968,6859633197056,58.95
2025-11-02T03:11:16.929301703Z,17.481794,17415136083968,6877568040960,59.5
2025-11-02T03:11:22.436197600Z,21.636173,17415136083968,6858223910912,60.05
2025-11-02T03:11:22.464423665Z,17.997948,17415136083968,6875940651008,60.05
2025-11-02T03:11:27.987211983Z,17.267616,17415136083968,6857955475456,59.5
2025-11-02T03:11:28.016839087Z,13.73885,17415136083968,6875672215552,58.4
2025-11-02T03:11:33.530643044Z,20.85786,17415136083968,6903421730816,59.5
2025-11-02T03:11:33.559934147Z,17.151329,17415136083968,6923235622912,61.15
2025-11-02T03:11:39.073409157Z,20.749159,17415136083968,6891677679616,60.05
2025-11-02T03:11:39.100451999Z,16.869928,17415136083968,6910501715968,59.5
2025-11-02T03:11:44.642089109Z,53.87883,17415136083968,6933301952512,61.15
2025-11-02T03:11:44.688794823Z,49.702194,17415136083968,6967644913664,61.7
2025-11-02T03:11:50.222801700Z,34.37986,17415136083968,6997223145472,61.7
2025-11-02T03:11:50.259381719Z,28.682438,17415136083968,7016802156544,60.6
2025-11-02T03:11:55.803519233Z,58.773285,17415136083968,7012658184192,62.8
2025-11-02T03:11:55.892282214Z,51.805023,17415136083968,7032086200320,61.15
2025-11-02T03:12:01.352781674Z,24.027905,17415136083968,6993599266816,60.6
2025-11-02T03:12:01.434741446Z,17.219828,17415136083968,7009973829632,61.7
2025-11-02T03:12:06.894798788Z,57.025497,17415136083968,7004705783808,62.25
2025-11-02T03:12:06.979067414Z,65.76997,17415136083968,7021868875776,61.7
